"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N684WN",1988,"Fixed wing multi engine","BOEING","737-3TO",2,149,NA,"Turbo-fan"
"N685DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N685SW",1986,"Fixed wing multi engine","BOEING","737-3Q8",2,149,NA,"Turbo-fan"
"N686DA",1995,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N687DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N687SW",1986,"Fixed wing multi engine","BOEING","737-3Q8",2,149,NA,"Turbo-fan"
"N68801",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68802",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68805",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68807",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68811",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68817",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68821",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68822",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68823",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68834",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68836",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68842",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68843",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68880",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N68891",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N688DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N689CA",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N689DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N690DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N692CA",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N692DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N693BR",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N693CA",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N693DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N694DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N694SW",1985,"Fixed wing multi engine","BOEING","737-3T5",2,149,NA,"Turbo-fan"
"N695DL",1998,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N696DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N697DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N697SW",1988,"Fixed wing multi engine","BOEING","737-3TO",2,149,NA,"Turbo-fan"
"N69804",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69806",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69810",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69813",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69816",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69818",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69819",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69824",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69826",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69829",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69830",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69833",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69835",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69838",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69839",2014,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69840",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69847",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69885",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N69888",2015,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N698DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N699BR",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N699DL",1999,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"N700GS",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N701BR",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N701FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N701GS",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N701SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N702BR",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N702FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N702SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N702TW",1996,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N703AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-fan"
"N703JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N703SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N703SW",1997,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N703TW",1996,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N704FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N704SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N704X",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N705AS",1998,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-fan"
"N705DN",2009,"Fixed wing multi engine","BOEING","777-232LR",2,442,NA,"Turbo-fan"
"N705FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N705JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N705SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N705SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N705TW",1997,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N706FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N706JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N706SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N706SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N706TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N707SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N707SK",1999,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N707TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N708AS",1999,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-fan"
"N708FR",2015,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N708JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N708SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N708SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N709FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N709JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N709SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N709SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N709TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N710FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N710SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N710SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N710TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N711FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N711HK",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N711ZX",1997,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N712FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N712JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N712SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N712SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N712TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N712US",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N713AS",1999,"Fixed wing multi engine","BOEING","737-490",2,149,NA,"Turbo-fan"
"N713FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N713SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N713SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N713TW",1997,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"N71411",2002,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N714CB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N714FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N715FR",2016,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"N715JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N715SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N715SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N716SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N716SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N717JL",2002,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N717SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N717TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N718SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N718SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N718TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N719SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N719SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N720WN",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N721TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N722AA",1972,"Fixed wing single engine","CESSNA","172M",1,4,108,"4 Cycle"
"N722TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N723SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N723TW",2000,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N72405",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N724AA",1998,"Fixed wing multi engine","RAYTHEON AIRCRAFT COMPANY","B200",2,11,NA,"Turbo-prop"
"N724SK",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N724SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N725SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N726SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N726SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N727SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N727SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N727TW",1999,"Fixed wing multi engine","BOEING","757-231",2,178,NA,"Turbo-fan"
"N728SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N728SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N729JB",NA,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N729SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N730SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N730SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N731SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N73251",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73256",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73259",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73270",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73275",2002,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73276",2002,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73278",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73283",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N73291",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N732SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N732SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N733SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N73406",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N73445",2011,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N734SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N735SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N736SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N737JW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N73860",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-fan"
"N738CB",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N738SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N739GB",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N740SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N740SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N741SA",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N742PS",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N742SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N742SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N743SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N743SW",1998,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N744P",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N744SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N744SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N745SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N745SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N745VJ",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N746JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N746SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N746SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N746UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N747SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N747UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N74856",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"N748SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N748SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N748UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N749SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N749US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N750SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N750SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N750UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N751SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N751SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N751UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N752SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N752SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N752US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N753SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N753US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N75410",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N75425",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75426",NA,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75428",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75429",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75432",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75433",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75435",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N75436",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N754SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N754SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N754UW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N755SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N755SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N755US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N756AS",1992,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N756SA",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N756SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N756US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N757LV",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N75851",2001,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"N75853",2002,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"N75854",2002,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"N75858",2004,"Fixed wing multi engine","BOEING","757-324",2,275,NA,"Turbo-fan"
"N75861",2001,"Fixed wing multi engine","BOEING","757-33N",2,275,NA,"Turbo-fan"
"N758SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N758SW",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N758US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N759GS",1999,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N760AS",1992,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N760JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N760SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N760SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N760US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N761RR",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N76254",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N76265",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N76269",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N76288",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N762AS",1992,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N762SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N762SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N763AS",1992,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
"N763JB",2008,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N763SK",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"N763SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N763US",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N764AS",1992,"Fixed wing multi engine","BOEING","737-4Q8",2,149,NA,"Turbo-fan"
